epoch,MAE,MSE
1,767.7610638427734,947067.9475
2,639.6287738037109,702158.1728125
3,513.6588888549804,440828.4196875
4,378.7357614135742,246965.992421875
5,198.64897941589356,88748.953046875
6,127.96886436462403,39773.80047851562
7,114.74822124481202,33059.43915039062
8,107.33903610229493,26810.476181640624
9,109.62438247680664,27803.983525390624
10,102.88797931671142,24663.069809570312
11,103.7563865661621,25952.9757421875
12,106.52329322814941,26680.182978515626
13,100.27120899200439,23901.53171875
14,102.73495559692383,25787.128466796876
15,104.78590187072754,25998.05267578125
16,99.59649642944336,23354.105927734374
17,101.1054931640625,23364.3953125
18,102.10441459655762,23818.026396484376
19,101.43298110961913,25895.13330078125
20,102.41317626953125,24396.609755859376
21,102.2963525390625,24152.521435546874
22,98.51336399078369,23659.646904296875
23,96.49775081634522,21927.2206640625
24,97.83269691467285,22725.544189453125
25,97.55631530761718,22124.53181640625
26,99.23069984436034,23030.45294433594
27,96.42139488220215,22849.642412109373
28,96.09212333679199,22419.673876953126
29,97.64189376831055,21953.385146484376
30,95.34887939453125,21514.86759765625
31,96.14145542144776,21704.164013671874
32,97.97239791870118,23122.62208984375
33,96.57795242309571,22430.2919921875
34,99.78633239746094,24811.67267578125
35,98.06704639434814,22772.8637109375
36,98.72484580993653,22647.80681640625
37,98.9513317489624,24004.424677734376
38,92.64995025634765,19794.542685546876
39,95.2457469177246,21611.792958984373
40,96.31962944030762,21682.9962890625
41,97.26490173339843,23042.95590332031
42,92.39320854187012,19988.571513671875
43,95.33566764831544,21632.23056640625
44,99.71903537750244,23963.343217773436
45,98.42297386169433,23272.42427734375
46,101.74386375427247,25591.946123046873
47,98.63650081634522,23419.3768359375
48,99.28133567810059,24086.580498046875
49,97.1368278503418,22018.57154296875
50,101.03847206115722,25828.098076171875
51,95.65110237121581,21193.457939453125
52,98.24627182006836,23118.588544921877
53,97.18303401947021,23048.701630859374
54,96.13260314941407,21737.169541015624
55,95.11964939117432,23151.165849609373
56,97.25322277069091,22624.176708984374
57,96.1656847000122,22225.540229492188
58,93.75760459899902,21449.131044921876
59,97.59762870788575,23730.5699609375
60,96.51866603851319,21813.58236328125
61,93.95818901062012,21010.22134765625
62,95.23543804168702,22340.683833007814
63,96.83121791839599,23306.602978515624
64,97.96528724670411,23395.476611328126
65,93.87863208770752,21194.75826171875
66,91.59588081359863,20587.74220703125
67,94.56988826751709,21275.749365234376
68,93.69266242980957,20886.346279296875
69,94.14632804870605,22455.92044921875
70,95.45150833129883,21924.00798828125
